blocker_type,feature_introduced,move_limit,objective_type,objective_amount,avg_daily_wins_before_first_attempt,avg_daily_attempts_before_first_attempt,avg_active_day_on_first_attempt,near_loss_wins_2_or_less_moves,near_win_losses_5_percent_or_less_objective,level_number,labeled_difficulty,median_attempts_per_winner,players,mid_match_quits,attempts,wins,first_attempt_win_streak_tier_0,first_attempt_win_streak_tier_1,first_attempt_win_streak_tier_2,first_attempt_win_streak_tier_3,median_moves_remaining_win,median_objective_pct_remaining_loss,median_base_coins_rewarded_win,median_move_coins_rewarded,first_attempt_winstreak_tier_1_wins,first_attempt_winstreak_tier_2_wins,first_attempt_winstreak_tier_3_wins,extra_moves_offered,extra_moves_purchased,extra_moves_wins,gold_extra_move_purchased,median_pgb_inventory_amount_first_attempt,median_igb_inventory_amount_first_attempt,median_gold_inventory_amount_first_attempt,median_customer_gold_inventory_amount_first_attempt,median_90th_percentile_customer_gold_inventory_amount_first_attempt,median_95th_percentile_customer_gold_inventory_amount_first_attempt,median_99th_percentile_customer_gold_inventory_amount_first_attempt,pgb_purchased,gold_pgb_sink,pgb_amount_used,igb_purchased,igb_gold_pbg_sink,igb_amount_used,average_moves_coins_rewarded,balance_patch_version,retained_players_to_next_level
candy cookie,,30,cookie,32,0.7857618097139055,2.6127744510978044,1.5038811266356176,34,11,1,normal,1.0,4321,653,4945,4292,4509,0,0,0,18.0,0.203125,,,0,0,0,76,15,11,,9.0,0.0,2000.0,2000.0,2000.0,2000.0,2000.0,,,0,,,,,1.0.1746,3649
candy cookie,,30,cookie,32,2.5290803645401825,6.257000828500415,0.6057995028997515,65,13,1,normal,1.0,5754,940,6611,5671,6035,0,0,0,18.0,0.15625,,,0,0,0,122,40,22,,9.0,0.0,2000.0,2000.0,2000.0,2000.0,2000.0,,,0,,,,,1.0.1781,4774
candy cookie,,30,cookie,32,3.859720526387193,9.090489757156424,0.540360873694207,53,15,1,normal,1.0,7110,869,7869,7000,7371,0,0,0,19.0,0.15625,,,0,0,0,99,32,15,,9.0,0.0,2000.0,2000.0,2000.0,2000.0,2000.0,,,0,,,,,1.0.1820,6061
candy cookie,,30,cookie,32,7.001250390747108,15.599562363238512,0.4607689903094717,5,2,1,normal,1.0,3083,252,3308,3056,3199,0,0,0,22.0,0.0625,,,0,0,0,15,4,2,,9.0,0.0,2000.0,2000.0,2000.0,2000.0,2000.0,,,0,,,,,1.0.1895,2762
candy cookie,,35,cookie,36,3.281930238657225,7.744820351429321,2.8649357461316547,14,6,2,normal,1.0,3644,291,3988,3697,3813,0,0,0,19.0,0.1111111111111111,,,0,0,0,28,5,2,,9.0,0.0,2051.0,,,,,,,0,,,,,1.0.1746,3318
candy cookie,,35,cookie,36,1.6715223635617562,4.3838736151005335,2.0869922035289292,38,6,2,normal,1.0,4760,419,5109,4690,4874,0,0,0,19.0,0.08333333333333333,,,0,0,0,20,17,14,,9.0,0.0,2051.0,2031.0,2061.0,2061.0,2061.0,,,0,,,,,1.0.1781,4355
candy cookie,,35,cookie,36,1.3218050065876152,3.691699604743083,1.3050065876152832,27,4,2,normal,1.0,6018,400,6293,5893,6072,0,0,0,22.0,0.16666666666666666,,,0,0,0,24,10,8,,9.0,0.0,2053.0,2052.0,2058.0,2067.0,2067.0,,,0,,,,,1.0.1820,5522
candy cookie,,35,cookie,36,1.4996323529411764,4.029411764705882,1.1974264705882354,10,1,2,normal,1.0,2690,143,2779,2636,2720,0,0,0,21.0,0.05555555555555555,,,0,0,0,9,9,6,,9.0,0.0,2061.0,2059.0,2069.0,6062.0,6062.0,,,0,,,,,1.0.1895,2530
candy cookie,,38,cookie,25,4.399371966885527,10.001712817584927,3.0037111047673424,90,14,3,normal,1.0,3337,337,3821,3484,3503,0,0,0,15.0,0.24,,,0,0,0,108,52,34,,9.0,0.0,2106.0,2091.0,2091.0,2091.0,2091.0,,,0,,,,,1.0.1746,3131
candy cookie,,38,cookie,25,2.60804469273743,6.273966480446927,2.7202234636871507,134,36,3,normal,1.0,4382,359,4872,4513,4475,0,0,0,16.0,0.24,,,0,0,0,217,81,49,,9.0,0.0,2105.0,2076.0,2079.0,2079.0,2079.0,,,0,,,,,1.0.1781,4097
candy cookie,,38,cookie,25,2.2621515368120084,5.585239456754825,1.5836311651179413,58,14,3,normal,1.0,5526,316,5830,5514,5596,0,0,0,18.0,0.2,,,0,0,0,87,36,25,,9.0,0.0,2113.0,2106.5,2118.0,2121.0,2121.0,,,0,,,,,1.0.1820,5202
candy cookie,,35,cookie,25,2.4890196078431375,6.01843137254902,1.5254901960784313,28,4,3,normal,1.0,2515,137,2634,2497,2550,0,0,0,17.0,0.2,,,0,0,0,22,8,7,,9.0,0.0,2122.0,2119.0,2125.0,2125.0,6088.0,,,0,,,,,1.0.1895,2417
candy soda,,33,soda,49,5.492265696087352,12.21322414316045,3.9381255686988172,156,36,4,normal,1.0,3133,130,3450,3320,3297,0,0,0,11.0,0.04081632653061224,,,0,0,0,76,51,40,,9.0,0.0,2152.0,2129.0,2129.0,2129.0,2129.0,,,0,,,,,1.0.1746,3014
candy soda,,33,soda,49,3.6209773539928487,8.31704410011919,2.7256257449344456,225,59,4,normal,1.0,4090,212,4454,4242,4195,0,0,0,12.0,0.061224489795918366,,,0,0,0,138,75,58,,9.0,0.0,2152.0,2128.0,2137.0,2137.0,2137.0,,,0,,,,,1.0.1781,3888
candy soda,,33,soda,49,3.249952480517012,7.572134575175822,1.9859342330355445,54,12,4,normal,1.0,5185,156,5403,5247,5261,0,0,0,17.0,0.14285714285714285,,,0,0,0,49,22,19,,9.0,0.0,2165.0,2158.0,2180.0,4175.0,4175.0,,,0,,,,,1.0.1820,4997
candy soda,,30,soda,49,3.3638980263157894,7.7734375,1.6920230263157894,3,0,4,normal,1.0,2393,58,2457,2399,2432,0,0,0,19.0,0.6122448979591837,,,0,0,0,4,1,1,,9.0,0.0,2177.0,2177.0,2209.0,8160.0,8160.0,,,0,,,,,1.0.1895,2333
candy soda,,38,soda,56,6.274491392801252,13.777777777777779,3.9649452269170578,126,44,5,normal,1.0,3036,194,3420,3226,3195,0,0,0,13.0,0.05357142857142857,,,0,0,0,111,77,51,,9.0,0.0,2190.0,2162.5,2164.0,2164.0,2164.0,,,0,,,,,1.0.1746,2891
candy soda,,38,soda,56,4.559027777777778,10.204613095238095,2.7886904761904763,152,106,5,normal,1.0,3913,354,4527,4173,4032,0,0,0,16.0,0.05357142857142857,,,0,0,0,333,110,53,,9.0,0.0,2190.0,2171.0,2204.0,2204.0,2204.0,,,0,,,,,1.0.1781,3714
candy soda,,38,soda,56,4.208620350324739,9.498523912615626,2.2405038378271995,140,81,5,normal,1.0,5008,263,5427,5164,5081,0,0,0,16.0,0.05357142857142857,,,0,0,0,254,117,62,,9.0,0.0,2213.0,2206.0,3302.0,5226.0,5226.0,,,0,,,,,1.0.1820,4796
candy soda,,35,soda,56,4.275832981864192,9.602277520033741,1.8536482496836777,37,11,5,normal,1.0,2334,72,2422,2350,2371,0,0,0,16.0,0.03571428571428571,,,0,0,0,26,19,13,,9.0,0.0,2235.0,2228.0,2265.0,8211.0,8211.0,,,0,,,,,1.0.1895,2266
candy soda,,38,soda,64,7.240928407976463,15.729977116704806,3.929061784897025,78,27,6,normal,1.0,2910,143,3229,3086,3059,0,0,0,15.0,0.078125,,,0,0,0,89,38,27,,9.0,0.0,2230.0,2202.0,2203.0,2203.0,2203.0,,,3951,,,,,1.0.1746,2791
candy soda,,38,soda,64,5.504556105180942,12.11168966414996,3.057797448581099,98,66,6,normal,1.0,3723,213,4132,3919,3841,0,0,0,16.0,0.0625,,,0,0,0,176,55,31,,9.0,0.0,2235.0,2214.0,5277.0,5277.0,5277.0,,,5629,,,,,1.0.1781,3552
candy soda,,38,soda,64,5.157081014223872,11.40527726242012,2.312925170068027,62,28,6,normal,1.0,4778,131,4989,4858,4851,0,0,0,17.0,0.046875,,,0,0,0,66,33,22,,9.0,0.0,2257.0,2267.5,4254.0,4254.0,5260.0,,,6125,,,,,1.0.1820,4606
candy soda,,35,soda,64,5.205664488017429,11.464488017429193,1.8605664488017428,9,2,6,normal,1.0,2258,53,2333,2280,2295,0,0,0,17.0,0.125,,,0,0,0,11,2,2,,9.0,0.0,2287.0,2288.5,4270.0,8258.0,8258.0,,,2691,,,,,1.0.1895,2202
candy jelly,,38,jelly,36,8.167117726657645,17.592692828146145,4.104533152909337,35,4,7,normal,1.0,2789,164,3117,2953,2956,0,0,0,16.0,0.1111111111111111,,,0,0,0,36,15,12,,8.0,0.0,2279.0,2242.0,2257.0,2257.0,2257.0,,,2506,,,,,1.0.1746,2721
candy jelly,,38,jelly,36,6.405919087700244,13.927504751561226,3.2457235948954657,150,32,7,normal,1.0,3572,168,3911,3743,3683,0,0,0,13.0,0.08333333333333333,,,0,0,0,125,46,32,,8.0,0.0,2280.0,2246.5,5311.0,5311.0,5311.0,,,2328,,,,,1.0.1781,3457
candy jelly,,38,jelly,36,6.094831268688595,13.293037163605296,2.371636052968817,49,13,7,normal,1.0,4611,164,4823,4659,4682,0,0,0,17.0,0.06944444444444445,,,0,0,0,44,19,13,,8.0,0.0,2305.0,2347.0,7312.0,9290.0,10327.0,,,2355,,,,,1.0.1820,4461
candy jelly,,35,jelly,36,6.138116591928251,13.335874439461884,2.0596412556053814,11,1,7,normal,1.0,2193,50,2247,2197,2230,0,0,0,18.0,0.05555555555555555,,,0,0,0,5,2,2,,8.0,0.0,2340.0,7301.0,8302.0,9308.0,9308.0,,,928,,,,,1.0.1895,2141
candy jelly soda,,40,jelly soda,66,9.18372336709745,19.64512748864827,4.180579811386657,225,54,8,normal,1.0,2726,223,3184,2961,2863,0,0,0,11.0,0.09090909090909091,,,0,0,0,186,107,71,,8.0,3.0,2323.0,7298.0,9372.0,9372.0,9372.0,,,2395,,,,,1.0.1746,2582
candy jelly soda,,40,jelly soda,66,7.3137200223089796,15.752370329057445,3.6226993865030677,191,57,8,normal,1.0,3483,289,4024,3735,3586,0,0,0,13.0,0.12121212121212122,,,0,0,0,235,64,50,,8.0,3.0,2321.0,7310.0,7387.0,10381.0,10381.0,,,2283,,,,,1.0.1781,3271
candy jelly soda,,40,jelly soda,66,7.049180327868853,15.205139565795303,2.4302171023482497,84,44,8,normal,1.0,4465,167,4721,4554,4514,0,0,0,16.0,0.07575757575757576,,,0,0,0,113,38,25,,8.0,3.0,2356.0,7334.5,9328.0,9329.0,10376.0,,,2244,,,,,1.0.1820,4246
candy jelly soda,,35,jelly soda,66,7.078584558823529,15.217371323529411,2.8409926470588234,34,10,8,normal,1.0,2142,63,2236,2173,2176,0,0,0,15.0,0.07575757575757576,,,0,0,0,27,14,10,,8.0,3.0,2396.0,5406.5,8336.0,9362.0,9362.0,,,919,,,,,1.0.1895,2092
candy cookie jelly,,38,cookie jelly,50,9.99403874813711,21.267138599105813,4.121460506706408,164,23,9,normal,1.0,2564,120,2855,2735,2684,0,0,0,11.0,0.1,,,0,0,0,83,66,53,,8.0,3.0,2415.0,7385.0,9461.0,9461.0,9461.0,,,1600,,,,,1.0.1746,2388
candy cookie jelly,,38,cookie jelly,50,7.732711966325917,16.579675285628383,4.091401082381239,425,74,9,normal,1.0,3243,320,3850,3530,3326,0,0,0,9.0,0.1,,,0,0,0,342,173,130,,8.0,3.0,2417.0,7438.0,9434.0,10486.0,10486.0,,,1196,,,,,1.0.1781,2931
candy cookie jelly,,38,cookie jelly,50,7.683242988451568,16.467122319113834,2.841621494225784,185,32,9,normal,1.0,4209,173,4453,4280,4243,0,0,0,13.0,0.08,,,0,0,0,111,68,56,,8.0,3.0,2452.0,7457.5,9512.0,9512.0,10459.0,,,1104,,,,,1.0.1820,3756
candy cookie jelly,,35,cookie jelly,50,7.875294117647059,16.81741176470588,3.2541176470588233,29,7,9,normal,1.0,2088,70,2180,2110,2125,0,0,0,14.0,0.07,,,0,0,0,17,6,5,,8.0,3.0,2445.0,3495.0,8382.0,9413.0,9413.0,,,460,,,,,1.0.1895,2045
bomb coin,,20,coin,0,10.972602739726028,23.24536663980661,4.504431909750202,2475,0,10,bonus,1.0,2372,56,2531,2475,2482,0,0,0,0.0,,,,0,0,0,,0,0,,8.0,3.0,2458.0,7403.0,9511.0,9511.0,9511.0,,,995,,,,,1.0.1746,2286
bomb coin,,20,coin,0,8.46747556454331,18.05426356589147,4.934614088304685,2948,29,10,bonus,1.0,2920,105,3082,2977,2967,0,0,0,0.0,NaN,,,0,0,0,29,0,0,,8.0,3.0,2455.0,7552.0,10521.0,10521.0,10521.0,,,588,,,,,1.0.1781,2797
bomb coin,,20,coin,0,8.424886998138794,17.943897899494814,2.820792342462111,3750,2,10,bonus,1.0,3741,45,3797,3752,3761,0,0,0,0.0,NaN,,,0,0,0,2,0,0,,8.0,3.0,2497.0,7503.0,9558.0,9558.0,10506.0,,,430,,,,,1.0.1820,3595
bomb coin,,20,coin,0,8.589259796806967,18.250120948234155,3.2399612965650704,2052,1,10,bonus,1.0,2032,27,2080,2053,2067,0,0,0,0.0,NaN,,,0,0,0,1,0,0,,8.0,3.0,2495.0,3565.0,9455.0,9491.0,9491.0,,,292,,,,,1.0.1895,1949
blueberry_melon candy,,25,melon_slice,4,11.74049310488926,24.778520685332218,4.405348934391976,158,0,11,normal,1.0,2295,64,2528,2464,2393,0,0,0,9.0,0.25,,,0,0,0,99,53,34,,9.0,4.0,2884.0,7773.0,10001.0,10001.0,10001.0,,,1775,,,,,1.0.1746,2258
blueberry_melon candy,,25,melon_slice,4,9.151748251748252,19.42797202797203,5.2153846153846155,226,0,11,normal,1.0,2810,97,3058,2961,2860,0,0,0,9.0,0.25,,,0,0,0,136,78,63,,9.0,4.0,2868.0,8032.0,11033.0,11033.0,11033.0,,,1779,,,,,1.0.1781,2741
blueberry_melon candy,,25,melon_slice,4,9.234448437931988,19.566768039812,3.0331766657450925,65,0,11,normal,1.0,3608,66,3694,3628,3617,0,0,0,15.0,0.25,,,0,0,0,29,12,9,,9.0,4.0,2952.0,8071.5,10071.0,10071.0,10940.0,,,1725,,,,,1.0.1820,3535
blueberry_melon candy,,25,melon_slice,4,9.393309680689306,19.857577293461734,3.1104916371008615,2,0,11,normal,1.0,1937,26,1985,1959,1973,0,0,0,18.0,0.625,,,0,0,0,2,0,0,,9.0,3.0,2907.0,4206.0,9787.0,9955.0,9955.0,,,699,,,,,1.0.1895,1898
blueberry_melon candy,,34,melon_slice,6,12.621827411167512,26.54906937394247,4.7347715736040605,205,0,12,normal,1.0,2266,95,2547,2452,2364,0,0,0,10.0,0.3333333333333333,,,0,0,0,133,111,82,,9.0,4.0,3011.0,7910.0,10141.0,10141.0,10141.0,,,1384,,,,,1.0.1746,2210
blueberry_melon candy,,34,melon_slice,6,10.027977044476327,21.188307030129124,4.583572453371593,267,0,12,normal,1.0,2745,120,3057,2937,2788,0,0,0,10.0,0.3333333333333333,,,0,0,0,195,136,99,,9.0,4.0,2997.0,8156.0,11168.0,11168.0,11168.0,,,1017,,,,,1.0.1781,2684
blueberry_melon candy,,34,melon_slice,6,10.067915036333147,21.23560648406931,3.533258803801006,112,0,12,normal,1.0,3554,89,3717,3628,3578,0,0,0,14.0,0.3333333333333333,,,0,0,0,94,64,42,,9.0,4.0,3096.5,8254.0,10207.0,10207.0,11074.0,,,986,,,,,1.0.1820,3476
blueberry_melon candy,,28,melon_slice,6,10.301192327630897,21.677034733022293,3.6018662519440126,21,0,12,normal,1.0,1894,30,1960,1930,1929,0,0,0,17.0,0.3333333333333333,,,0,0,0,22,7,6,,9.0,3.0,3079.0,4370.0,9943.0,10117.0,10117.0,,,451,,,,,1.0.1895,1861
blueberry_melon candy cookie,,36,cookie melon_slice,48,13.572731220147633,28.461137646547982,4.466782457663917,346,57,13,normal,1.0,2203,131,2620,2489,2303,0,0,0,8.0,0.10416666666666666,,,0,0,0,258,202,153,,9.0,4.0,3050.0,7947.0,10180.0,10180.0,10180.0,,,1548,,,,,1.0.1746,2142
blueberry_melon candy cookie,,36,cookie melon_slice,48,10.806545454545455,22.755636363636363,4.9621818181818185,521,127,13,normal,1.0,2704,285,3477,3192,2750,0,0,0,7.0,0.14583333333333331,,,0,0,0,583,295,210,,9.0,4.0,3035.0,8076.0,11322.0,11322.0,11322.0,,,1300,,,,,1.0.1781,2598
blueberry_melon candy cookie,,36,cookie melon_slice,48,10.89620758483034,22.891930424864558,3.924721984602224,308,50,13,normal,1.0,3493,154,3838,3684,3507,0,0,0,11.0,0.125,,,0,0,0,265,198,137,,9.0,4.0,3139.0,8281.0,10258.0,10258.0,11116.0,,,1075,,,,,1.0.1820,3401
blueberry_melon candy cookie,,30,cookie melon_slice,48,11.169393139841688,23.412664907651713,3.808970976253298,56,16,13,normal,1.0,1865,67,2019,1952,1895,0,0,0,16.0,0.14583333333333331,,,0,0,0,107,53,32,,9.0,3.0,3151.0,4316.0,9148.0,9989.0,9989.0,,,523,,,,,1.0.1895,1835
candy cookie jelly,,35,cookie jelly,37,14.558045719408337,30.444195428059167,4.581801882563873,403,55,14,normal,1.0,2159,173,2709,2536,2231,0,0,0,8.0,0.13513513513513514,,,0,0,0,371,256,186,,9.0,7.0,3078.0,7990.0,10215.0,10215.0,10215.0,,,1661,,,,,1.0.1746,2097
candy cookie jelly,,35,cookie jelly,37,11.650625236832134,24.456233421750664,5.194770746494885,239,36,14,normal,1.0,2610,144,2967,2823,2639,0,0,0,10.0,0.1891891891891892,,,0,0,0,231,118,96,,9.0,7.0,3062.0,8010.0,9906.0,9906.0,9906.0,,,1156,,,,,1.0.1781,2557
candy cookie jelly,,32,cookie jelly,37,11.773204903677758,24.653531815528314,3.821366024518389,189,24,14,normal,1.0,3423,127,3657,3530,3426,0,0,0,13.0,0.10810810810810811,,,0,0,0,149,87,60,,9.0,7.0,3178.0,8297.0,9959.0,10303.0,11154.0,,,1028,,,,,1.0.1820,3365
candy cookie jelly,,30,cookie jelly,37,12.038897893030795,25.15505132360886,3.5883306320907615,19,3,14,normal,1.0,1824,44,1888,1844,1851,0,0,0,17.0,0.08108108108108109,,,0,0,0,13,11,8,,9.0,6.0,3208.0,6201.5,10030.0,10164.0,10164.0,,,465,,,,,1.0.1895,1798
candy cookie jelly soda,,38,cookie jelly soda,64,15.26310989512084,31.866393068855448,4.578659370725034,510,150,15,normal,1.0,2087,152,2660,2508,2193,0,0,0,6.0,0.078125,,,0,0,0,429,280,197,,9.0,7.0,3102.0,5032.0,10236.0,10236.0,10236.0,,,1471,,,,,1.0.1746,2020
candy cookie jelly soda,,38,cookie jelly soda,64,12.400911161731207,25.995444191343964,5.772589217919514,601,254,15,normal,1.0,2589,294,3451,3157,2634,0,0,0,6.0,0.078125,,,0,0,0,700,344,247,,9.0,7.0,3090.0,8257.0,9930.0,9930.0,9930.0,,,1466,,,,,1.0.1781,2430
candy cookie jelly soda,,38,cookie jelly soda,64,12.517788885621876,26.16847985886504,4.255807115554249,314,163,15,normal,1.0,3388,186,3857,3671,3401,0,0,0,10.0,0.046875,,,0,0,0,374,185,122,,9.0,7.0,3217.0,8264.5,9870.0,10010.0,10355.0,,,1189,,,,,1.0.1820,3246
candy cookie jelly soda,,26,cookie jelly soda,64,12.781609195402298,26.64367816091954,3.7903667214012042,80,22,15,normal,1.0,1804,44,1890,1846,1827,0,0,0,11.0,0.03125,,,0,0,0,37,23,18,,9.0,6.0,3274.0,8101.5,10071.0,10244.0,10244.0,,,519,,,,,1.0.1895,1778
candy jelly soda,,36,jelly soda,52,16.03133903133903,33.415004748338085,4.788224121557455,257,38,16,normal,1.0,2016,84,2267,2183,2106,0,0,0,9.0,0.06730769230769232,,,0,0,0,112,80,67,,9.0,7.0,3171.5,7148.5,10306.0,10306.0,10306.0,,,1263,,,,,1.0.1746,1969
candy jelly soda,,36,jelly soda,52,13.02082482645978,27.209473254389547,5.861984483462638,301,66,16,normal,1.0,2404,118,2721,2603,2449,0,0,0,9.0,0.09615384615384616,,,0,0,0,196,124,104,,9.0,7.0,3160.0,6304.0,9944.0,9944.0,9944.0,,,1060,,,,,1.0.1781,2328
candy jelly soda,,34,jelly soda,52,13.136029411764707,27.392463235294116,4.256433823529412,298,75,16,normal,1.0,3241,141,3601,3460,3264,0,0,0,10.0,0.09615384615384616,,,0,0,0,276,128,97,,10.0,7.0,3300.0,8213.0,9243.0,10436.0,13197.0,,,1075,,,,,1.0.1820,3161
candy jelly soda,,30,jelly soda,52,13.463186813186812,28.02032967032967,4.786263736263736,141,41,16,normal,1.0,1791,82,2002,1920,1820,0,0,0,10.0,0.13461538461538464,,,0,0,0,156,61,38,,9.0,6.0,3327.5,8005.0,10171.0,10303.0,10303.0,,,597,,,,,1.0.1895,1751
candy cookie soda,,35,cookie soda,72,16.836872586872587,35.03619691119691,4.7982625482625485,451,126,17,normal,1.0,2001,270,2744,2474,2072,0,0,0,6.0,0.1111111111111111,,,0,0,0,469,224,176,,9.0,10.0,3194.0,6154.0,10344.0,10344.0,10344.0,,,1561,,,,,1.0.1746,1947
candy cookie soda,,35,cookie soda,72,13.825556956704498,28.831441782261454,5.719209751996638,363,120,17,normal,1.0,2353,272,3248,2976,2379,0,0,0,8.0,0.15277777777777776,,,0,0,0,686,162,119,,9.0,10.0,3185.0,8319.0,8459.0,9974.0,9974.0,,,1342,,,,,1.0.1781,2282
candy cookie soda,,32,cookie soda,72,14.030609024929,29.179551909119596,4.3032502366677186,244,73,17,normal,1.0,3176,147,3628,3481,3169,0,0,0,12.0,0.1388888888888889,,,0,0,0,375,100,66,,10.0,10.0,3335.0,8225.0,9279.0,10484.0,13229.0,,,1117,,,,,1.0.1820,3121
candy cookie soda,,30,cookie soda,72,14.318514350028137,29.742262239729882,5.479459763646595,13,6,17,normal,1.0,1759,34,1812,1778,1777,0,0,0,16.0,0.027777777777777776,,,0,0,0,7,2,2,,9.0,10.0,3375.0,4619.0,10197.0,10197.0,10330.0,,,524,,,,,1.0.1895,1747
candy jelly soda,,38,jelly soda,55,17.50901120311739,36.39162201656113,5.835849975645397,561,98,18,normal,1.0,1980,217,2772,2555,2053,0,0,0,5.0,0.12727272727272726,,,0,0,0,584,287,223,,10.0,10.0,3212.0,6176.0,10574.0,10574.0,10574.0,,,1634,,,,,1.0.1746,1923
candy jelly soda,,38,jelly soda,55,14.387842465753424,29.95333904109589,6.091181506849315,516,126,18,normal,1.0,2299,242,3100,2858,2336,0,0,0,6.0,0.10909090909090909,,,0,0,0,635,255,179,,9.0,10.0,3215.5,8341.0,8475.0,10003.0,10003.0,,,1228,,,,,1.0.1781,2217
candy jelly soda,,35,jelly soda,55,14.794904458598726,30.71687898089172,4.522292993630574,342,86,18,normal,1.0,3131,140,3494,3354,3140,0,0,0,10.0,0.09090909090909091,,,0,0,0,275,149,115,,10.0,10.0,3373.0,7239.5,9326.0,10515.0,13289.0,,,1059,,,,,1.0.1820,3063
candy jelly soda,,28,jelly soda,55,15.051656372824256,31.20774845592364,5.224031443009546,100,28,18,normal,1.0,1754,45,1848,1803,1781,0,0,0,11.0,0.03636363636363636,,,0,0,0,50,40,32,,9.0,10.0,3431.0,4728.0,10232.0,10232.0,10400.0,,,561,,,,,1.0.1895,1732
blueberry_melon candy jelly,,32,jelly melon_slice,50,17.627696939287507,36.60210737581535,5.872052182639237,347,36,19,normal,1.0,1903,158,2483,2325,1993,0,0,0,7.0,0.2,,,0,0,0,395,142,110,,10.0,13.0,3198.0,6201.0,10595.0,10595.0,10595.0,,,1418,,,,,1.0.1746,1862
blueberry_melon candy jelly,,32,jelly melon_slice,50,14.976200969590128,31.139268400176288,7.1053327457029525,401,64,19,normal,1.0,2244,314,3128,2814,2269,0,0,0,8.0,0.24,,,0,0,0,629,183,132,,9.0,13.0,3237.0,8365.0,8489.0,10051.0,10051.0,,,1205,,,,,1.0.1781,2189
blueberry_melon candy jelly,,32,jelly melon_slice,50,15.580760480987975,32.29346766330842,4.856028599285018,429,70,19,normal,1.0,3079,175,3726,3551,3077,0,0,0,10.0,0.22,,,0,0,0,564,221,167,,10.0,13.0,3407.0,6252.0,8674.0,10565.0,13332.0,,,1238,,,,,1.0.1820,3020
blueberry_melon candy jelly,,30,jelly melon_slice,50,15.786931818181818,32.68465909090909,5.588636363636364,36,8,19,normal,1.0,1733,20,1795,1775,1760,0,0,0,16.0,0.1,,,0,0,0,29,8,5,,9.0,13.0,3477.0,4777.0,10271.0,10271.0,10415.0,,,556,,,,,1.0.1895,1721
bomb coin,,20,coin,0,18.566925064599484,38.49509043927649,5.718863049095607,1933,0,20,bonus,1.0,1836,20,1953,1933,1935,0,0,0,0.0,,,,0,0,0,,0,0,,10.0,13.0,3213.0,4869.0,10649.0,10649.0,10649.0,,,964,,,,,1.0.1746,1782
bomb coin,,20,coin,0,15.675687866486243,32.539467749210644,6.968425800631484,2207,0,20,bonus,1.0,2168,36,2243,2207,2217,0,0,0,0.0,,,,0,0,0,,0,0,,9.0,12.0,3255.0,8400.0,8534.0,10108.0,10108.0,,,724,,,,,1.0.1781,2093
bomb coin,,20,coin,0,16.392526455026456,33.91898148148148,4.881283068783069,3012,2,20,bonus,1.0,3013,45,3059,3014,3024,0,0,0,0.0,NaN,,,0,0,0,2,0,0,,10.0,13.0,3439.0,3714.0,8753.0,10613.0,13347.0,,,803,,,,,1.0.1820,2922
bomb coin,,20,coin,0,16.800230282095566,34.72423719055843,4.563039723661485,1728,1,20,bonus,1.0,1716,24,1753,1729,1737,0,0,0,0.0,NaN,,,0,0,0,1,0,0,,9.0,13.0,3528.0,4867.0,10294.0,10294.0,10457.0,,,460,,,,,1.0.1895,1696
candy red_white_candy_machine,,27,red_white_candy,50,18.918475383800953,39.20222339862361,5.774483853890947,10,0,21,normal,1.0,1791,28,1918,1890,1889,0,0,0,12.0,0.16,,,0,0,0,3,0,0,,11.0,13.0,3486.0,5056.0,10900.0,10900.0,10900.0,,,1410,,,,,1.0.1746,1764
candy red_white_candy_machine,,27,red_white_candy,50,16.053122087604848,33.29263746505126,6.845759552656104,21,3,21,normal,1.0,2105,31,2180,2149,2146,0,0,0,12.0,0.06,,,0,0,0,6,2,2,,11.0,13.0,3546.0,6977.5,9011.0,10382.0,10382.0,,,1236,,,,,1.0.1781,2082
candy red_white_candy_machine,,27,red_white_candy,50,16.92555746140652,34.98799313893654,4.803430531732419,24,1,21,normal,1.0,2908,49,2976,2927,2915,0,0,0,13.0,0.66,,,0,0,0,17,1,1,,11.0,13.0,3815.0,4251.5,9507.0,11020.0,13608.0,,,1424,,,,,1.0.1820,2863
candy red_white_candy_machine,,27,red_white_candy,50,17.24606413994169,35.61807580174927,5.496793002915452,13,2,21,normal,1.0,1696,28,1740,1712,1715,0,0,0,14.0,0.16,,,0,0,0,6,2,2,,10.0,13.0,3983.0,4913.5,10644.0,10644.0,11045.0,,,797,,,,,1.0.1895,1658
candy cookie red_white_candy_machine soda,,33,cookie red_white_candy soda,90,19.748394004282655,40.87044967880086,5.88169164882227,251,52,22,normal,1.0,1775,64,2103,2039,1868,0,0,0,8.0,0.11111111111111112,,,0,0,0,204,93,69,,11.0,14.0,3544.0,4864.5,6471.0,6471.0,6471.0,,,1340,,,,,1.0.1746,1744
candy cookie red_white_candy_machine soda,,33,cookie red_white_candy soda,90,16.827473042662916,34.849507735583686,6.8691983122362865,433,74,22,normal,1.0,2093,99,2489,2390,2133,0,0,0,6.0,0.1,,,0,0,0,313,181,145,,11.0,13.0,3598.0,6748.5,11037.0,11037.0,12783.0,,,1182,,,,,1.0.1781,2050
candy cookie red_white_candy_machine soda,,30,cookie red_white_candy soda,90,17.704024982650935,36.54961832061068,4.779319916724497,323,98,22,normal,1.0,2878,107,3251,3144,2882,0,0,0,9.0,0.1,,,0,0,0,315,151,113,,11.0,13.0,3875.0,5800.0,9502.0,11064.0,17657.0,,,1242,,,,,1.0.1820,2819
