blocker_type,feature_introduced,move_limit,objective_type,objective_amount,avg_daily_wins_before_first_attempt,avg_daily_attempts_before_first_attempt,avg_active_day_on_first_attempt,near_loss_wins_2_or_less_moves,near_win_losses_5_percent_or_less_objective,level_number,labeled_difficulty,median_attempts_per_winner,players,mid_match_quits,attempts,wins,first_attempt_win_streak_tier_0,first_attempt_win_streak_tier_1,first_attempt_win_streak_tier_2,first_attempt_win_streak_tier_3,median_moves_remaining_win,median_objective_pct_remaining_loss,median_base_coins_rewarded_win,median_move_coins_rewarded,first_attempt_winstreak_tier_1_wins,first_attempt_winstreak_tier_2_wins,first_attempt_winstreak_tier_3_wins,extra_moves_offered,extra_moves_purchased,extra_moves_wins,gold_extra_move_purchased,median_pgb_inventory_amount_first_attempt,median_igb_inventory_amount_first_attempt,median_gold_inventory_amount_first_attempt,median_customer_gold_inventory_amount_first_attempt,median_90th_percentile_customer_gold_inventory_amount_first_attempt,median_95th_percentile_customer_gold_inventory_amount_first_attempt,median_99th_percentile_customer_gold_inventory_amount_first_attempt,pgb_purchased,gold_pgb_sink,pgb_amount_used,igb_purchased,igb_gold_pbg_sink,igb_amount_used,average_moves_coins_rewarded,balance_patch_version,retained_players_to_next_level
candy coin,,23,coin,0,26.36,54.54666666666667,35.2,75,0,260,bonus,1.0,75,0,75,75,0,27,3,45,0.0,,,,27,3,45,,0,0,,26.0,14.0,1800.0,655.0,1161.0,1161.0,1161.0,,,62,,,,,1.0.1746,75
candy coin,,23,coin,0,17.379310344827587,36.05172413793103,42.793103448275865,58,0,260,bonus,1.0,57,1,59,58,0,33,2,23,0.0,,,,33,2,23,,0,0,,34.0,11.5,2915.5,1833.0,94289.0,94289.0,94289.0,,,43,,,,,1.0.1781,57
candy coin,,23,coin,0,42.666666666666664,88.4,57.17777777777778,45,0,260,bonus,1.0,45,0,45,45,0,21,0,24,0.0,,,,21,0,24,,0,0,,9.0,8.0,1831.0,1176.0,9784.0,9784.0,9784.0,,,29,,,,,1.0.1820,45
candy coin,,23,coin,0,29.417910447761194,61.17910447761194,41.82089552238806,67,0,260,bonus,1.0,67,1,68,67,0,16,4,47,0.0,,,,16,4,47,,0,0,,27.0,11.0,6185.0,2889.0,22374.0,26046.0,28975.0,,,54,,,,,1.0.1895,66
candy cookie licorice_machine,,28,cookie licorice,58,26.649350649350648,55.103896103896105,35.77922077922078,8,2,261,normal,1.0,77,1,80,79,0,0,27,50,10.0,0.034482758620689655,,,0,25,50,2,1,1,,26.0,14.0,2094.0,868.0,1330.0,1330.0,1330.0,,,69,,,,,1.0.1746,77
candy cookie licorice_machine,,28,cookie licorice,58,17.90909090909091,37.09090909090909,42.6,1,1,261,normal,1.0,55,0,56,56,0,0,32,23,9.0,0.034482758620689655,,,0,31,23,1,0,0,,36.0,12.0,3382.0,1939.0,94520.0,94520.0,94520.0,,,43,,,,,1.0.1781,55
candy cookie licorice_machine,,28,cookie licorice,58,42.65217391304348,88.32608695652173,58.369565217391305,2,0,261,normal,1.0,46,0,47,47,0,0,21,25,8.5,0.10344827586206896,,,0,20,25,1,1,1,,12.0,8.5,2003.5,1342.0,10084.0,10084.0,10084.0,,,31,,,,,1.0.1820,46
candy cookie licorice_machine,,28,cookie licorice,58,27.924242424242426,58.21212121212121,38.333333333333336,0,0,261,normal,1.0,66,0,66,66,0,0,16,50,11.5,,,,0,16,50,,0,0,,25.5,11.5,6025.0,3148.0,22723.0,26235.0,29152.0,,,53,,,,,1.0.1895,65
candy jelly jelly_pot,,26,jelly jelly_pot,40,25.063291139240505,51.91139240506329,37.25316455696203,20,0,262,normal,1.0,78,3,82,79,0,1,0,78,6.0,,,,1,0,78,,8,5,,27.0,15.0,2124.0,900.0,1356.0,1356.0,1356.0,,,62,,,,,1.0.1746,78
candy jelly jelly_pot,,26,jelly jelly_pot,40,18.927272727272726,39.127272727272725,42.6,17,2,262,normal,1.0,55,0,61,61,0,1,0,54,5.0,0.07500000000000001,,,0,0,50,6,3,3,,36.0,12.0,3419.0,1985.0,94554.0,94554.0,94554.0,,,42,,,,,1.0.1781,55
candy jelly jelly_pot,,26,jelly jelly_pot,40,43.58695652173913,90.19565217391305,58.391304347826086,15,1,262,normal,1.0,46,1,51,50,0,1,0,45,4.0,0.15000000000000002,,,0,0,42,5,4,4,,12.0,8.5,2102.5,1882.0,10124.0,10124.0,10124.0,,,31,,,,,1.0.1820,46
candy jelly jelly_pot,,26,jelly jelly_pot,40,29.125,60.671875,38.953125,18,0,262,normal,1.0,64,0,69,69,0,0,0,64,6.0,0.1,,,0,0,62,5,4,4,,25.5,13.0,6065.0,3210.0,23074.0,26283.0,29189.0,,,55,,,,,1.0.1895,64
candy caramel macarons soda soda_can,,23,caramel macarons soda soda_can,64,26.256410256410255,54.333333333333336,37.217948717948715,25,3,263,normal,1.0,78,0,91,91,0,0,1,77,4.0,0.171875,,,0,1,71,13,19,15,,27.5,15.0,2093.5,912.0,1376.0,1376.0,1376.0,,,63,,,,,1.0.1746,78
candy caramel macarons soda soda_can,,23,caramel macarons soda soda_can,64,19.854545454545455,40.96363636363636,42.61818181818182,19,2,263,normal,1.0,55,2,69,67,0,5,0,50,4.0,0.203125,,,3,0,47,13,3,2,,36.0,12.0,3461.0,2003.0,94582.0,94582.0,94582.0,,,35,,,,,1.0.1781,55
candy caramel macarons soda soda_can,,23,caramel macarons soda soda_can,64,43.68888888888889,90.37777777777778,54.266666666666666,18,0,263,normal,1.0,45,0,48,48,0,3,0,42,4.0,0.234375,,,1,0,41,3,0,0,,15.0,10.0,2158.0,1904.0,10653.0,10653.0,10653.0,,,29,,,,,1.0.1820,45
candy caramel macarons soda soda_can,,23,caramel macarons soda soda_can,64,29.5,61.378787878787875,36.07575757575758,20,3,263,normal,1.0,63,0,79,79,0,2,0,64,6.0,0.109375,,,2,0,57,15,7,7,,29.5,16.5,5739.0,3054.0,23119.0,26324.0,29201.0,,,58,,,,,1.0.1895,63
bubble bubble_spawner candy chocolate red_white_candy_machine,,29,bubble chocolate red_white_candy,93,26.7625,55.325,36.7625,31,2,264,normal,1.0,79,3,95,92,0,6,0,74,4.0,0.17204301075268819,,,5,0,66,12,14,11,,24.5,15.0,2142.5,872.0,1409.0,1409.0,1409.0,,,60,,,,,1.0.1746,79
bubble bubble_spawner candy chocolate red_white_candy_machine,,29,bubble chocolate red_white_candy,93,21.0,43.27272727272727,42.654545454545456,16,0,264,normal,1.0,55,3,69,66,0,5,3,47,4.0,0.1827956989247312,,,2,2,42,11,4,4,,36.0,12.0,3487.0,2031.0,94626.0,94626.0,94626.0,,,42,,,,,1.0.1781,55
bubble bubble_spawner candy chocolate red_white_candy_machine,,29,bubble chocolate red_white_candy,93,45.52272727272727,94.0909090909091,54.59090909090909,15,1,264,normal,1.0,44,3,53,50,0,3,1,40,4.5,0.1827956989247312,,,1,1,40,6,3,3,,12.0,9.5,2351.0,1927.5,10675.0,10675.0,10675.0,,,35,,,,,1.0.1820,44
bubble bubble_spawner candy chocolate red_white_candy_machine,,29,bubble chocolate red_white_candy,93,31.253968253968253,64.95238095238095,36.84126984126984,22,0,264,normal,1.0,63,0,70,70,0,4,2,57,4.0,0.07526881720430108,,,2,1,56,7,4,4,,27.0,14.0,5945.0,3069.0,23143.0,26389.0,29229.0,,,57,,,,,1.0.1895,62
candy cookie licorice_machine macarons,,26,cookie licorice macarons,64,27.544303797468356,56.91139240506329,36.30379746835443,46,6,265,hard,1.0,79,32,207,175,0,9,5,65,2.0,0.21875,,,2,2,54,106,40,21,,30.0,15.0,2460.0,959.0,1432.0,1432.0,1432.0,,,146,,,,,1.0.1746,78
candy cookie licorice_machine macarons,,26,cookie licorice macarons,64,21.053571428571427,43.375,43.67857142857143,34,8,265,hard,1.0,56,21,193,172,0,10,2,44,1.5,0.21875,,,3,2,32,120,14,12,,34.0,12.5,3465.5,2043.0,94657.0,94657.0,94657.0,,,109,,,,,1.0.1781,55
candy cookie licorice_machine macarons,,26,cookie licorice macarons,64,46.18181818181818,95.38636363636364,54.95454545454545,23,3,265,hard,1.0,46,8,150,142,0,2,1,41,2.0,0.25,,,1,1,31,97,6,6,,12.0,9.5,2371.0,1943.5,10694.0,10694.0,10694.0,,,84,,,,,1.0.1820,46
candy cookie licorice_machine macarons,,26,cookie licorice macarons,64,31.451612903225808,65.30645161290323,28.612903225806452,34,3,265,hard,1.0,63,1,118,117,0,4,2,56,2.0,0.203125,,,2,1,50,56,11,9,,27.5,14.0,5881.5,3024.0,23182.0,26446.0,29267.0,,,106,,,,,1.0.1895,63
candy jelly melon_plant plus3_red_white_candy,,24,jelly melon_plant melon_slice,53,24.883116883116884,51.675324675324674,32.675324675324674,41,0,266,normal,1.0,77,0,79,79,0,20,2,55,2.0,0.2830188679245283,,,18,2,55,2,3,3,,27.0,15.0,2185.0,841.0,4252.0,4252.0,4252.0,,,56,,,,,1.0.1746,76
candy jelly melon_plant plus3_red_white_candy,,24,jelly melon_plant melon_slice,53,18.0188679245283,37.320754716981135,47.18867924528302,23,1,266,normal,1.0,53,1,58,57,0,15,3,35,3.0,0.10377358490566038,,,12,3,34,4,0,0,,36.0,12.0,4034.0,5349.0,93857.0,93857.0,93857.0,,,41,,,,,1.0.1781,53
candy jelly melon_plant plus3_red_white_candy,,24,jelly melon_plant melon_slice,53,45.022222222222226,93.02222222222223,50.733333333333334,26,0,266,normal,1.0,45,1,49,48,0,12,1,32,2.0,0.22641509433962265,,,11,0,32,3,0,0,,14.0,9.0,1991.0,1601.5,10809.0,10809.0,10809.0,,,37,,,,,1.0.1820,45
candy jelly melon_plant plus3_red_white_candy,,24,jelly melon_plant melon_slice,53,32.11290322580645,66.61290322580645,28.56451612903226,31,0,266,normal,1.0,62,1,64,63,0,9,2,51,2.5,0.1509433962264151,,,8,2,51,1,0,0,,31.0,17.5,6743.5,3841.0,26567.0,26567.0,29411.0,,,47,,,,,1.0.1895,62
blueberry_melon candy waffle,,27,melon_slice waffle,37,26.157894736842106,54.23684210526316,32.78947368421053,18,0,267,normal,1.0,76,4,91,87,0,2,18,56,5.5,0.1891891891891892,,,1,15,53,13,12,8,,27.5,15.0,2374.5,877.0,5533.0,5533.0,5533.0,,,54,,,,,1.0.1746,75
blueberry_melon candy waffle,,27,melon_slice waffle,37,18.452830188679247,38.18867924528302,47.22641509433962,14,1,267,normal,1.0,55,0,71,71,0,4,12,37,5.0,0.24324324324324326,,,2,9,35,16,1,1,,36.0,12.0,4076.0,5405.0,93903.0,93903.0,93903.0,,,55,,,,,1.0.1781,54
blueberry_melon candy waffle,,27,melon_slice waffle,37,45.71111111111111,94.42222222222222,50.8,12,3,267,normal,1.0,45,0,61,61,0,2,11,32,5.0,0.31081081081081086,,,0,10,26,16,3,3,,14.0,9.0,2038.0,1625.0,10849.0,10849.0,10849.0,,,37,,,,,1.0.1820,45
blueberry_melon candy waffle,,27,melon_slice waffle,37,33.12903225806452,68.66129032258064,28.56451612903226,21,0,267,normal,1.0,62,0,68,68,0,1,8,53,4.0,0.16216216216216217,,,1,6,50,6,7,6,,31.0,17.5,6772.0,4215.0,26608.0,26608.0,29454.0,,,43,,,,,1.0.1895,62
blueberry_melon candy jelly licorice_machine,,30,blueberry licorice,48,27.24,56.44,31.506666666666668,9,2,268,normal,1.0,75,3,79,76,0,5,2,68,9.0,0.020833333333333332,,,4,2,68,2,1,1,,24.0,13.0,2057.0,899.0,5556.0,5556.0,5556.0,,,39,,,,,1.0.1746,75
blueberry_melon candy jelly licorice_machine,,30,blueberry licorice,48,19.35185185185185,39.98148148148148,48.092592592592595,2,0,268,normal,1.0,54,1,55,54,0,8,2,44,9.0,,,,8,2,44,,0,0,,36.5,13.5,4028.0,5435.0,93927.0,93927.0,93927.0,,,42,,,,,1.0.1781,54
blueberry_melon candy jelly licorice_machine,,30,blueberry licorice,48,46.51111111111111,96.0,50.82222222222222,3,0,268,normal,1.0,45,0,45,45,0,9,0,36,10.0,,,,9,0,36,,0,0,,14.0,9.0,2688.0,2246.5,10886.0,10886.0,10886.0,,,28,,,,,1.0.1820,44
blueberry_melon candy jelly licorice_machine,,30,blueberry licorice,48,34.225806451612904,70.85483870967742,28.56451612903226,2,1,268,normal,1.0,62,0,63,63,0,5,1,56,10.0,0.020833333333333332,,,5,1,55,1,0,0,,31.0,17.5,6808.5,4243.0,26631.0,26631.0,29485.0,,,37,,,,,1.0.1895,62
bubble bubble_spawner candy chocolate cookie,,28,bubble chocolate cookie,61,28.053333333333335,58.093333333333334,31.586666666666666,44,11,269,super_hard,1.0,79,29,219,190,0,1,4,70,2.0,0.3114754098360656,,,0,1,55,115,46,25,,24.0,14.0,2256.0,922.0,5576.0,5576.0,5576.0,,,157,,,,,1.0.1746,79
bubble bubble_spawner candy chocolate cookie,,28,bubble chocolate cookie,61,19.75925925925926,40.81481481481482,48.333333333333336,33,8,269,super_hard,1.0,55,15,186,171,0,0,8,46,1.0,0.3114754098360656,,,0,1,31,118,16,13,,36.5,13.5,4051.0,5471.0,93967.0,93967.0,93967.0,,,125,,,,,1.0.1781,55
bubble bubble_spawner candy chocolate cookie,,28,bubble chocolate cookie,61,48.13636363636363,99.29545454545455,50.90909090909091,21,3,269,super_hard,1.0,45,10,140,130,0,0,9,35,2.5,0.36065573770491804,,,0,1,27,88,9,8,,15.0,9.5,2723.0,2284.0,9029.0,9029.0,9029.0,,,88,,,,,1.0.1820,44
bubble bubble_spawner candy chocolate cookie,,28,bubble chocolate cookie,61,34.66129032258065,71.7258064516129,28.596774193548388,31,2,269,super_hard,1.0,63,4,122,118,0,1,5,56,2.0,0.3442622950819672,,,0,1,45,62,21,14,,31.0,17.5,6839.0,4481.5,27930.0,27930.0,29519.0,,,114,,,,,1.0.1895,63
candy soda soda_can waffle,,30,soda soda_can waffle,56,26.435897435897434,54.87179487179487,32.82051282051282,5,0,270,normal,1.0,78,1,79,78,0,22,0,56,11.0,,,,22,0,56,,1,1,,23.0,12.5,2167.5,1077.0,2941.0,2941.0,2941.0,,,49,,,,,1.0.1746,78
candy soda soda_can waffle,,30,soda soda_can waffle,56,19.867924528301888,41.0188679245283,42.41509433962264,2,0,270,normal,1.0,53,0,54,54,0,22,0,31,12.0,0.07142857142857142,,,21,0,31,1,0,0,,36.0,14.0,4094.0,3754.0,93229.0,93229.0,93229.0,,,34,,,,,1.0.1781,53
candy soda soda_can waffle,,30,soda soda_can waffle,56,50.34146341463415,103.92682926829268,46.1219512195122,2,0,270,normal,1.0,42,1,43,42,1,13,0,27,10.0,0.05357142857142857,,,12,0,27,1,0,0,,16.0,10.0,2871.0,2440.5,8281.0,8281.0,8281.0,,,30,,,,,1.0.1820,41
candy soda soda_can waffle,,30,soda soda_can waffle,56,35.85,74.1,32.166666666666664,2,0,270,normal,1.0,60,1,61,60,0,15,0,45,12.0,,,,15,0,45,,0,0,,32.0,17.0,8506.5,4204.0,28112.0,28112.0,28780.0,,,42,,,,,1.0.1895,60
bubble bubble_spawner candy jelly,,30,bubble jelly,125,26.67948717948718,55.37179487179487,32.84615384615385,8,0,271,normal,1.0,78,0,78,78,0,0,22,56,10.0,,,,0,22,56,,3,3,,26.0,14.0,2355.5,1126.0,2964.0,2964.0,2964.0,,,50,,,,,1.0.1746,78
bubble bubble_spawner candy jelly,,30,bubble jelly,125,20.471698113207548,42.22641509433962,42.45283018867924,2,0,271,normal,1.0,53,0,54,54,0,1,21,31,10.0,0.168,,,0,21,31,1,0,0,,35.0,16.0,4220.0,3804.0,93513.0,93513.0,93513.0,,,35,,,,,1.0.1781,53
bubble bubble_spawner candy jelly,,30,bubble jelly,125,50.04761904761905,103.28571428571429,45.642857142857146,3,2,271,normal,1.0,41,2,47,45,0,2,13,27,10.0,0.048,,,1,11,27,4,1,0,,16.0,10.0,2906.5,3069.0,8312.0,8312.0,8312.0,,,36,,,,,1.0.1820,41
bubble bubble_spawner candy jelly,,30,bubble jelly,125,36.56666666666667,75.55,32.18333333333333,4,0,271,normal,1.0,60,0,61,61,0,0,15,45,11.0,0.168,,,0,14,45,1,0,0,,32.5,17.0,8539.5,4460.0,28142.0,28142.0,28819.0,,,41,,,,,1.0.1895,60
candy licorice_machine soda soda_can,,28,licorice soda soda_can,84,26.794871794871796,55.58974358974359,32.97435897435897,44,9,272,normal,1.0,80,6,127,121,0,0,0,78,2.0,0.11904761904761904,,,0,0,64,41,15,11,,26.0,16.5,2554.5,1652.0,3100.0,3100.0,3100.0,,,104,,,,,1.0.1746,80
candy licorice_machine soda soda_can,,28,licorice soda soda_can,84,20.830188679245282,42.924528301886795,42.490566037735846,28,7,272,normal,1.0,53,1,78,77,0,1,0,52,2.0,0.1607142857142857,,,1,0,43,25,8,7,,35.0,16.0,4392.0,4093.0,93557.0,93557.0,93557.0,,,58,,,,,1.0.1781,53
candy licorice_machine soda soda_can,,28,licorice soda soda_can,84,49.476190476190474,102.02380952380952,50.95238095238095,19,10,272,normal,1.0,42,3,90,87,0,3,1,38,3.0,0.16666666666666666,,,2,0,28,45,5,5,,16.0,11.5,3075.5,3159.5,8354.0,8354.0,8354.0,,,66,,,,,1.0.1820,42
candy licorice_machine soda soda_can,,28,licorice soda soda_can,84,36.967213114754095,76.32786885245902,31.901639344262296,30,2,272,normal,1.0,63,3,91,88,0,1,0,60,3.0,0.22619047619047616,,,1,0,50,26,20,17,,29.0,18.0,7776.0,4717.0,28185.0,28185.0,28869.0,,,63,,,,,1.0.1895,63
candy melon_plant waffle,,27,melon_plant melon_slice waffle,60,25.227848101265824,52.12658227848101,33.70886075949367,26,3,273,normal,1.0,79,0,86,86,0,16,0,63,4.0,0.08333333333333334,,,13,0,62,9,12,9,,26.0,16.0,2694.0,1675.0,3118.0,3118.0,3118.0,,,60,,,,,1.0.1746,79
candy melon_plant waffle,,27,melon_plant melon_slice waffle,60,20.703703703703702,42.629629629629626,42.907407407407405,13,1,273,normal,1.0,55,2,65,63,0,9,1,44,5.0,0.10833333333333334,,,5,1,42,8,2,2,,35.0,13.5,4417.5,4116.0,93571.0,93571.0,93571.0,,,47,,,,,1.0.1781,55
candy melon_plant waffle,,27,melon_plant melon_slice waffle,60,51.476190476190474,106.0952380952381,50.976190476190474,11,3,273,normal,1.0,43,2,49,47,0,12,2,28,5.0,0.05,,,11,2,24,5,2,2,,16.0,12.0,3095.0,3187.5,8366.0,8366.0,8366.0,,,45,,,,,1.0.1820,43
candy melon_plant waffle,,27,melon_plant melon_slice waffle,60,36.04761904761905,74.39682539682539,31.41269841269841,21,0,273,normal,1.0,63,1,65,64,0,12,1,50,4.0,0.16666666666666669,,,11,1,48,2,5,5,,24.0,14.0,5493.0,3799.0,28205.0,28205.0,28900.0,,,47,,,,,1.0.1895,63
bomb chocolate cookie,,28,chocolate cookie,85,25.063291139240505,51.77215189873418,32.12658227848101,20,7,274,normal,1.0,78,3,91,88,0,3,13,63,6.0,0.011764705882352941,,,1,10,63,9,2,2,,27.0,17.0,2756.0,1705.0,3151.0,3151.0,3151.0,,,65,,,,,1.0.1746,78
bomb chocolate cookie,,28,chocolate cookie,85,21.072727272727274,43.36363636363637,45.49090909090909,5,0,274,normal,1.0,55,1,57,56,0,7,5,43,7.0,0.09411764705882353,,,6,5,43,1,2,2,,35.0,14.0,4225.0,4128.0,93589.0,93589.0,93589.0,,,46,,,,,1.0.1781,54
bomb chocolate cookie,,28,chocolate cookie,85,51.80952380952381,106.78571428571429,47.95238095238095,5,0,274,normal,1.0,42,0,43,43,0,5,11,26,8.5,0.07058823529411765,,,5,10,26,1,0,0,,18.5,12.0,3122.0,3219.5,8398.0,8398.0,8398.0,,,26,,,,,1.0.1820,42
bomb chocolate cookie,,28,chocolate cookie,85,36.74193548387097,75.79032258064517,29.887096774193548,14,2,274,normal,1.0,62,0,64,64,0,2,11,49,8.0,0.029411764705882353,,,2,10,49,2,2,2,,24.0,14.5,5585.5,3761.0,28238.0,28238.0,28927.0,,,40,,,,,1.0.1895,62
candy caramel jelly macarons,,25,caramel jelly macarons,96,26.10126582278481,53.87341772151899,33.848101265822784,47,4,275,hard,1.0,83,19,218,199,0,5,1,73,2.0,0.3020833333333333,,,1,0,55,122,48,31,,27.0,17.0,2787.0,1743.0,3184.0,3184.0,3184.0,,,217,,,,,1.0.1746,82
candy caramel jelly macarons,,25,caramel jelly macarons,96,20.962962962962962,43.148148148148145,45.370370370370374,36,7,275,hard,1.0,57,12,196,184,0,1,6,47,1.0,0.29166666666666663,,,1,1,27,135,25,20,,35.0,14.5,4436.0,5135.0,93619.0,93619.0,93619.0,,,133,,,,,1.0.1781,57
candy caramel jelly macarons,,25,caramel jelly macarons,96,52.833333333333336,108.83333333333333,47.95238095238095,28,6,275,hard,1.0,45,18,202,184,0,1,5,36,1.0,0.35416666666666663,,,0,2,22,147,19,14,,18.5,13.0,3155.5,3252.0,8435.0,8435.0,8435.0,,,142,,,,,1.0.1820,44
candy caramel jelly macarons,,25,caramel jelly macarons,96,37.774193548387096,77.87096774193549,29.887096774193548,36,7,275,hard,1.0,66,18,183,165,0,1,2,59,2.0,0.26041666666666663,,,1,2,43,104,24,18,,26.0,18.5,5609.0,2863.0,28298.0,28298.0,28995.0,,,157,,,,,1.0.1895,66
bubble bubble_spawner candy red_white_candy_machine,,27,bubble red_white_candy,140,24.5125,50.575,37.525,9,1,276,normal,1.0,81,1,82,81,0,25,1,54,7.0,0.014285714285714285,,,24,1,54,1,1,1,,28.0,18.0,2327.5,1764.0,2388.0,2388.0,2388.0,,,58,,,,,1.0.1746,81
bubble bubble_spawner candy red_white_candy_machine,,27,bubble red_white_candy,140,20.254545454545454,41.72727272727273,48.89090909090909,5,0,276,normal,1.0,55,0,57,57,0,26,1,28,8.0,0.11785714285714285,,,24,1,28,2,0,0,,33.0,14.0,3712.0,4437.0,93736.0,93736.0,93736.0,,,36,,,,,1.0.1781,55
bubble bubble_spawner candy red_white_candy_machine,,27,bubble red_white_candy,140,49.65853658536585,102.53658536585365,47.48780487804878,1,0,276,normal,1.0,42,1,42,41,0,17,0,24,9.0,,,,17,0,24,,1,1,,19.0,15.0,3371.0,2406.0,8802.0,8802.0,8802.0,,,28,,,,,1.0.1820,42
bubble bubble_spawner candy red_white_candy_machine,,27,bubble red_white_candy,140,36.30769230769231,74.95384615384616,41.33846153846154,6,2,276,normal,1.0,66,1,68,67,0,19,1,45,11.0,0.039285714285714285,,,18,1,44,2,0,0,,29.0,18.0,5657.0,3042.5,28409.0,28409.0,29122.0,,,49,,,,,1.0.1895,66
bubblegum candy milkshake waffle,,31,gum melon_slice waffle,65,24.51851851851852,50.58024691358025,38.22222222222222,35,38,277,normal,1.0,81,18,204,186,0,1,25,55,3.0,0.09230769230769231,,,0,13,48,114,33,16,,29.0,19.0,2403.0,1784.0,2403.0,2403.0,2403.0,,,125,,,,,1.0.1746,80
bubblegum candy milkshake waffle,,31,gum melon_slice waffle,65,20.98181818181818,43.163636363636364,48.92727272727273,24,13,277,normal,1.0,55,1,100,99,0,2,24,29,3.0,0.12307692307692308,,,2,13,27,45,8,7,,33.0,14.0,3916.0,4447.0,93765.0,93765.0,93765.0,,,60,,,,,1.0.1781,55
bubblegum candy milkshake waffle,,31,gum melon_slice waffle,65,49.476190476190474,102.11904761904762,47.785714285714285,22,11,277,normal,1.0,43,5,70,65,0,0,17,25,2.0,0.06153846153846154,,,0,10,21,23,6,5,,17.5,14.5,3183.0,2540.5,8838.0,8838.0,8838.0,,,37,,,,,1.0.1820,43
bubblegum candy milkshake waffle,,31,gum melon_slice waffle,65,35.93939393939394,74.16666666666667,42.68181818181818,35,10,277,normal,1.0,67,2,89,87,0,2,19,45,2.0,0.08461538461538462,,,1,12,41,24,15,13,,29.5,18.0,5783.0,3086.5,28442.0,28442.0,29136.0,,,56,,,,,1.0.1895,66
blueberry_melon candy caramel jelly jelly_pot plus3_red_white_candy,,20,blueberry caramel,20,26.3,54.2125,38.35,78,4,278,normal,1.0,80,10,130,120,0,19,0,61,-8.0,0.30000000000000004,,,7,0,52,42,23,15,,28.5,18.5,2439.0,1268.0,2308.0,2308.0,2308.0,,,81,,,,,1.0.1746,79
blueberry_melon candy caramel jelly jelly_pot plus3_red_white_candy,,20,blueberry caramel,20,20.296296296296298,41.81481481481482,46.629629629629626,52,2,278,normal,1.0,55,5,82,77,0,12,2,40,-7.0,0.275,,,9,1,33,24,6,6,,34.0,13.5,3882.0,4463.0,93782.0,93782.0,93782.0,,,38,,,,,1.0.1781,54
blueberry_melon candy caramel jelly jelly_pot plus3_red_white_candy,,20,blueberry caramel,20,46.41860465116279,96.0,51.651162790697676,42,2,278,normal,1.0,43,2,57,55,0,12,0,31,-7.0,0.45,,,9,0,28,12,3,3,,17.0,15.0,2885.0,1891.0,7959.0,7959.0,7959.0,,,33,,,,,1.0.1820,43
blueberry_melon candy caramel jelly jelly_pot plus3_red_white_candy,,20,blueberry caramel,20,34.46969696969697,71.22727272727273,44.015151515151516,60,1,278,normal,1.0,66,1,75,74,0,12,1,53,-7.0,0.30000000000000004,,,10,1,51,9,3,3,,32.0,19.5,5819.0,3110.5,28252.0,28252.0,28466.0,,,52,,,,,1.0.1895,66
candy chocolate licorice_machine red_white_candy_machine,,25,chocolate licorice red_white_candy,97,26.62962962962963,54.98765432098765,38.54320987654321,59,4,279,super_hard,1.0,80,21,278,257,0,20,7,54,1.0,0.35051546391752575,,,2,1,45,182,61,34,,26.0,18.0,2173.0,1111.0,2338.0,2338.0,2338.0,,,283,,,,,1.0.1746,79
candy chocolate licorice_machine red_white_candy_machine,,25,chocolate licorice red_white_candy,97,21.48148148148148,44.22222222222222,47.574074074074076,37,7,279,super_hard,2.0,56,18,251,233,0,10,9,35,2.0,0.32989690721649484,,,4,2,18,182,21,16,,36.0,14.0,3907.5,3587.0,93809.0,93809.0,93809.0,,,164,,,,,1.0.1781,56
candy chocolate licorice_machine red_white_candy_machine,,25,chocolate licorice red_white_candy,97,45.84090909090909,94.81818181818181,51.86363636363637,32,8,279,super_hard,1.0,47,4,158,154,0,6,9,29,1.0,0.3402061855670103,,,2,1,22,109,18,14,,16.5,14.5,2966.0,1921.5,7992.0,7992.0,7992.0,,,135,,,,,1.0.1820,47
candy chocolate licorice_machine red_white_candy_machine,,25,chocolate licorice red_white_candy,97,35.07692307692308,72.49230769230769,43.276923076923076,42,6,279,super_hard,1.0,67,28,219,191,0,3,10,52,1.0,0.29896907216494845,,,1,2,37,130,30,23,,31.0,20.0,5939.0,3134.5,28296.0,28296.0,28499.0,,,200,,,,,1.0.1895,66
bubblegum candy soda soda_can,,27,gum soda soda_can,81,26.276315789473685,54.21052631578947,35.5921052631579,14,6,280,normal,1.0,76,2,92,90,0,30,2,44,6.0,0.09259259259259259,,,21,2,44,17,7,4,,26.0,15.5,2180.5,1105.0,1649.0,1649.0,1649.0,,,70,,,,,1.0.1746,75
bubblegum candy soda soda_can,,27,gum soda soda_can,81,20.962962962962962,43.22222222222222,47.0,16,0,280,normal,1.0,54,1,66,65,0,30,4,20,5.0,0.14814814814814814,,,25,3,20,11,2,2,,33.5,14.0,3438.0,3658.0,93965.0,93965.0,93965.0,,,37,,,,,1.0.1781,54
bubblegum candy soda soda_can,,27,gum soda soda_can,81,44.12765957446808,91.27659574468085,51.08510638297872,16,4,280,normal,1.0,47,1,60,59,0,22,2,23,5.0,0.10493827160493827,,,16,2,22,12,2,2,,16.0,18.0,3187.0,1613.0,6253.0,6260.0,6260.0,,,43,,,,,1.0.1820,47
bubblegum candy soda soda_can,,27,gum soda soda_can,81,34.75,71.984375,34.6875,15,2,280,normal,1.0,64,0,71,71,0,24,1,39,6.0,0.07407407407407407,,,17,1,39,7,5,5,,30.5,18.5,5216.5,3250.0,27770.0,27770.0,28461.0,,,54,,,,,1.0.1895,63
